Name,Genre,Platform,Publisher
Runabout 3: Neo Age,Racing,PlayStation 2,BAM! Entertainment
AMNESIA World,Adventure,PlayStation Vita,Idea Factory
Captain Morgane and the Golden Turtle,Adventure,PlayStation 3,Reef Entertainment
Bully: Scholarship Edition,Action,PC,Take-Two Interactive
My Ballet Studio,Simulation,Nintendo Wii,505 Games
Guild Wars,Role-Playing,PC,NCSoft
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,Adventure,PlayStation Portable,Prototype
Archer Maclean Presents: Pool Paradise,Sports,GameCube,Ignition Entertainment
Sengoku Efuda Yuugi: Hototogisu Tairan,Strategy,PlayStation Portable,Irem Software Engineering
Battlezone,Shooter,PlayStation Portable,Atari
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,Sports,Nintendo DS,Marvelous Interactive
Medal of Honor: Vanguard,Shooter,PlayStation 2,Electronic Arts
Touch Shot! Love Application,Adventure,PlayStation 3,Compile Heart
Nanotek Warrior,Shooter,PlayStation,Virgin Interactive
Galileo,Adventure,Nintendo DS,D3Publisher
Cake Mania: Baker's Challenge,Puzzle,PlayStation 2,Destineer
Captain Tsubasa J: The Way to World Youth,Sports,Super Nintendo Entertainment System,Namco Bandai Games
Super Monkey Ball Adventure,Platform,PlayStation 2,Sega
Alien Breed Trilogy,Shooter,Xbox 360,Mastertronic
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,Simulation,PlayStation Vita,FuRyu
Sengoku Basara: Sanada Yukimura-Den,Action,PlayStation 4,Capcom
CID The Dummy,Platform,Nintendo Wii,Oxygen Interactive
Kisuato,Adventure,PlayStation Vita,TGL
Madden NFL 07,Sports,Game Boy Advance,Electronic Arts
Renegade Racers,Racing,PlayStation,Interplay
The Legend of Korra (3DS),Strategy,Nintendo 3DS,Activision
AniMates!,Simulation,Nintendo DS,Lexicon Entertainment
Monster High 13 Wishes,Action,Wii U,Little Orbit
Franklin the Turtle,Misc,Game Boy Advance,Game Factory
Steins;Gate 0,Adventure,PlayStation 3,5pb
Catan,Strategy,Nintendo DS,CDV Software Entertainment
Backyard NFL Football,Sports,Nintendo Wii,Atari
Captain Morgane and the Golden Turtle,Adventure,PC,Reef Entertainment
Gauntlet / Rampart,Misc,Game Boy Advance,Zoo Digital Publishing
Age of Empires III: Gold Edition,Strategy,PC,Microsoft Game Studios
Let's Play Ballerina,Sports,Nintendo Wii,Deep Silver
Disney Planes Fire & Rescue,Action,Wii U,Disney Interactive Studios
Dream Girl Premier,Misc,Nintendo 3DS,Alchemist
River King: Wonderful Journey,Sports,PlayStation 2,505 Games
Senran Kagura: Bon Appétit!,Misc,PlayStation Vita,Marvelous Entertainment
Ducati Moto,Racing,Nintendo DS,Vir2L Studios
Justice League Heroes: The Flash,Action,Game Boy Advance,Eidos Interactive
Pop Cutie! Street Fashion Simulation (JP sales),Simulation,Nintendo DS,Tecmo Koei
The Peanuts Movie: Snoopy's Grand Adventure,Action,PlayStation 4,Activision
Kawasaki Snowmobiles,Racing,Nintendo Wii,Metro 3D
Dungeon Siege II,Role-Playing,PC,Microsoft Game Studios
Bae Yong-joon to Manabu Kankokugo DS,Misc,Nintendo DS,D3Publisher
World War II Combat: Road To Berlin,Shooter,Xbox,Groove Games
Metal Saga,Role-Playing,PlayStation 2,Success
Imagine: Sweet 16,Simulation,Nintendo DS,Ubisoft
SWAT 4,Shooter,PC,Vivendi Games
Last Escort 2: Shinya no Amai Toge,Adventure,PlayStation 2,D3Publisher
Pop'n Music 13 Carnival,Simulation,PlayStation 2,Konami Digital Entertainment
Magicka Collection,Adventure,PC,Unknown
Bookworm,Puzzle,Game Boy Advance,Unknown
Tokushu Houdoubu,Adventure,PlayStation Vita,Nippon Ichi Software
Terraria,Action,Wii U,505 Games
My DoItAll,Misc,Nintendo DS,Tomy Corporation
Legacy of Ys: Books I & II,Role-Playing,Nintendo DS,Unknown
Shakugan no Shana,Adventure,PlayStation 2,Media Works
Monster Mayhem: Build and Battle,Simulation,Nintendo Wii,Zushi Games
I Heart Geeks,Puzzle,Nintendo DS,CDV Software Entertainment
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,Action,Nintendo DS,Spike
The Lord of the Rings: Conquest,Action,PC,Electronic Arts
The King of Fighters: Maximum Impact - Maniax,Fighting,Xbox,Unknown
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,Adventure,PlayStation Portable,Idea Factory
Little Busters! Converted Edition,Action,PlayStation Vita,Prototype
Hankou Shashin,Adventure,Sega Saturn,Imagineer
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,Role-Playing,PlayStation Vita,Idea Factory
Marker Man Adventures,Platform,Nintendo DS,Majesco Entertainment
Capcom Digital Collection,Action,Xbox 360,Capcom
Pro Yakyuu Family Stadium,Sports,Nintendo Wii,Namco Bandai Games
Open Season,Platform,PlayStation 2,Ubisoft
Monster Hunter Frontier Online: Forward 2,Role-Playing,Xbox 360,Capcom
Moyashimon DS,Action,Nintendo DS,Takara Tomy
A Ressha de Gyoukou 2001,Simulation,PlayStation 2,ArtDink
Diabolik Lovers: Lunatic Parade,Adventure,PlayStation Vita,Idea Factory
Let's Dance with Mel B,Sports,Nintendo Wii,Black Bean Games
Battlestations: Pacific,Strategy,PC,Eidos Interactive
Neverwinter Nights 2,Role-Playing,PC,Atari
Starry ? Sky: In Autumn,Misc,PlayStation Portable,Asgard
Battlefield 1942,Shooter,PC,Electronic Arts
Back to the Future: The Game,Adventure,Xbox 360,Telltale Games
Pitball,Sports,PlayStation,Time Warner Interactive
X-Men Origins: Wolverine - Uncaged Edition,Action,PC,Activision
Combat Wings: The Great Battles of WWII,Simulation,Nintendo Wii,City Interactive
D.C. III: Da Capo III,Adventure,PlayStation Portable,Kadokawa Games
Judge Dredd: Dredd Vs Death,Shooter,PlayStation 2,BAM! Entertainment
Ocean Commander,Simulation,Nintendo Wii,Valcon Games
Drome Racers,Racing,Game Boy Advance,THQ
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,Adventure,PlayStation Portable,Idea Factory
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,Misc,PlayStation 4,Namco Bandai Games
Tank Beat,Strategy,Nintendo DS,Midas Interactive Entertainment
LEGO Pirates of the Caribbean: The Video Game,Action,PC,Disney Interactive Studios
Turbo: Super Stunt Squad,Sports,Wii U,D3Publisher
Jurassic Park: Operation Genesis,Simulation,PC,Vivendi Games
The Peanuts Movie: Snoopy's Grand Adventure,Action,Xbox 360,Activision
Tenkaichi * Sengoku Lovers,Adventure,Nintendo DS,Rocket Company
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,Misc,PlayStation 3,Paon Corporation
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,Misc,PlayStation 2,Sega
Bode Miller Alpine Skiing,Sports,PlayStation 2,Valcon Games
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,Role-Playing,Game Boy Advance,Marvelous Interactive
R-Type Delta,Shooter,PlayStation,Irem Software Engineering
Angelique: Maren no Rokukishi,Adventure,PlayStation Portable,Idea Factory
Soul Eater: Battle Resonance,Action,PlayStation Portable,Namco Bandai Games
Psycho-Pass: Mandatory Happiness,Adventure,PlayStation 4,Nippon Ichi Software
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,Misc,Nintendo DS,D3Publisher
The Great Battle Gaiden 2: Matsuri da Wasshoi,Action,Super Nintendo Entertainment System,Banpresto
Napoleon Dynamite: The Game,Puzzle,Nintendo DS,Crave Entertainment
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,Simulation,Nintendo DS,Broccoli
Rock 'N' Roll Adventures,Platform,Nintendo Wii,Popcorn Arcade
War Gods,Fighting,PlayStation,GT Interactive
Evangelion: Jo,Action,PlayStation 2,Namco Bandai Games
Doki Oki,Adventure,PlayStation,Banpresto
Gakuen Alice: WakuWaku * Happy Friends,Adventure,Nintendo DS,Kids Station
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,Adventure,PlayStation Vita,ChunSoft
Konohana 2: Todoke Kanai Requiem,Adventure,PlayStation 2,Success
Derby Time 2006,Sports,PlayStation Portable,Sony Computer Entertainment
Yuusha Shisu.,Role-Playing,PlayStation Vita,Nippon Ichi Software
Monster Mayhem: Build and Battle,Simulation,Nintendo DS,Zushi Games
Senjou no Waltz,Adventure,PlayStation Vita,Idea Factory
Chuck E. Cheese's Sports Games,Sports,Nintendo Wii,UFO Interactive
Ghostbusters (2016),Action,Xbox One,Activision
Stronghold 2 Deluxe,Strategy,PC,Take-Two Interactive
MAPLUS: Portable Navi 3,Misc,PlayStation Portable,Edia
DEATH NOTE: L o Tsugu Mono,Adventure,Nintendo DS,Konami Digital Entertainment
ZooCube,Puzzle,GameCube,Acclaim Entertainment
Puppet Show 3: Lost Town,Puzzle,PC,Focus Home Interactive
Star Wars: Empire at War - Forces of Corruption,Strategy,PC,LucasArts
Spy Hunter / Super Sprint,Racing,Game Boy Advance,Zoo Digital Publishing
Otometeki Koi Kakumei * Love Revo! Portable,Adventure,PlayStation Portable,Idea Factory
Clover no Kuni no Alice: Wonderful Wonder World,Adventure,PlayStation 2,Prototype
Room Zoom: Race for Impact,Racing,Xbox,Jaleco
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,Adventure,PlayStation Vita,5pb
Tube Slider,Racing,GameCube,Unknown
Ghost Pirates of Vooju Island,Adventure,PC,DTP Entertainment
America Oudan Ultra-Quiz,Misc,Sega Saturn,Victor Interactive
DoDonPachi Dai-Oujou: Black Label Extra,Shooter,Xbox 360,5pb
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,Misc,Nintendo DS,PlayV
ParaWorld,Strategy,PC,Deep Silver
Tropico Reloaded,Strategy,PC,Kalypso Media
Shinseiki Evangelion: Battle Orchestra,Fighting,PlayStation 2,Broccoli
Pharaoh,Strategy,PC,Vivendi Games
Vampire Mansion: Linda Hyde,Adventure,Nintendo DS,Unknown
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,Action,Nintendo DS,Namco Bandai Games
Battlefield 2: Modern Combat(JP sales),Shooter,PlayStation 2,Electronic Arts
The Idolmaster: Gravure For You! Vol.7,Action,PlayStation 3,Namco Bandai Games
Stake: Fortune Fighters,Fighting,Xbox,Metro 3D
Serious Sam Advance,Shooter,Game Boy Advance,Global Star
The Settlers: Rise of an Empire,Strategy,PC,Ubisoft
Let's Play Garden,Simulation,Nintendo Wii,Deep Silver
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,Adventure,PlayStation 3,
Pop'n Music 12 Iroha,Simulation,PlayStation 2,Konami Digital Entertainment
BeatMania IIDX 11: IIDX Red,Simulation,PlayStation 2,Konami Digital Entertainment
Warhammer Online: Age of Reckoning,Role-Playing,PC,GOA
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,Sports,GameCube,Konami Digital Entertainment
Road Trip: The Arcade Edition,Racing,GameCube,Zoo Digital Publishing
Juusanshi Engi Engetsu Sangokuden 2,Action,PlayStation Portable,Idea Factory
No More Heroes: Heroes' Paradise,Action,Xbox 360,Marvelous Interactive
Virtua Tennis: World Tour (jp sales),Sports,PlayStation Portable,Sega
World Series of Poker 2008: Battle for the Bracelets,Misc,PlayStation Portable,Activision
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,Action,PlayStation Portable,5pb
Cold War,Shooter,Xbox,DreamCatcher Interactive
Steel Battalion: Line of Contact,Simulation,Xbox,Capcom
Naruto Shippuden: Ultimate Ninja Storm Collection,Action,PlayStation 3,Namco Bandai Games
Ken to Mahou to Gakuen Mono. 2G,Role-Playing,PlayStation 3,Acquire
NBA Starting Five,Sports,Xbox,Konami Digital Entertainment
Kami Naru Kimi to,Adventure,PlayStation Portable,Idea Factory
Spy Hunter: Nowhere To Run,Racing,PlayStation 2,Midway Games
LEGO Harry Potter: Years 1-4,Action,PC,Warner Bros. Interactive Entertainment
Ikki Tousen: Eloquent Fist,Fighting,PlayStation Portable,Marvelous Interactive
Viva Pinata,Simulation,PC,Microsoft Game Studios
Carmen Sandiego: The Secret of the Stolen Drums,Action,Xbox,BAM! Entertainment
Disney's Magical Quest 3 Starring Mickey and Donald,Action,Game Boy Advance,Capcom
Chili Con Carnage,Shooter,PlayStation Portable,Eidos Interactive
Bus Simulator 16,Simulation,PC,Astragon
Rengoku II:  The Stairway To H.E.A.V.E.N.,Action,PlayStation Portable,Konami Digital Entertainment
Teddy Together,Simulation,Nintendo 3DS,Nintendo
Pony Luv,Simulation,Nintendo DS,GSP
Strike Witches 2: Iyasu Naosu Punipunisuru,Action,Nintendo DS,Kadokawa Shoten
Omega Quintet,Role-Playing,PlayStation 4,Compile Heart
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,Action,PlayStation 3,Namco Bandai Games
Demigod,Strategy,PC,Atari
The Voice,Action,PlayStation 3,Activision
"Ed, Edd n Eddy: The Mis-Edventures",Platform,Xbox,Midway Games
Bunmei Haruka: Aoiza Ibunroku,Action,PlayStation Portable,FuRyu
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,Adventure,PlayStation 3,Namco Bandai Games
Blade Arcus from Shining EX,Fighting,PlayStation 4,Sega
Vantage Master Portable,Role-Playing,PlayStation Portable,Falcom Corporation
Lilpri DS: Hime-Chen! Apple Pink,Adventure,Nintendo DS,Sega
Star Trek Online,Role-Playing,PC,Atari
Rapala for Kinect,Sports,Xbox 360,Activision
Rugby Challenge 3,Sports,Xbox 360,Alternative Software
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",Misc,Nintendo DS,D3Publisher
Diabolik Lovers: Vandead Carnival,Action,PlayStation Vita,Idea Factory
O.M.G. 26 - Our Mini Games,Puzzle,Nintendo DS,505 Games
Ty the Tasmanian Tiger 3: Night of the Quinkan,Action,Xbox,Zoo Digital Publishing
AMF Xtreme Bowling,Sports,PlayStation 2,Mastertronic
Total Overdose: A Gunslinger's Tale in Mexico,Shooter,Xbox,Eidos Interactive
Bomberman Fantasy Race,Racing,PlayStation,Virgin Interactive
Colin McRae Rally 2.0,Racing,Game Boy Advance,Codemasters
Carnage Heart EXA,Strategy,PlayStation Portable,ArtDink
Tropico 4: Modern Times,Strategy,PC,Kalypso Media
Europa Universalis III Complete,Strategy,PC,Paradox Interactive
Bugriders: The Race of Kings,Racing,PlayStation,GT Interactive
Bust-A-Move,Puzzle,3DO Interactive Multiplayer,Micro Cabin
Wii de Asobu: Metroid Prime,Shooter,Nintendo Wii,Nintendo
Payout Poker & Casino,Misc,PlayStation Portable,Unknown
Wii de Asobu: Metroid Prime,Shooter,Nintendo Wii,Nintendo
Wangan Midnight Portable,Racing,PlayStation Portable,Genki
Cross Ange: Tenshi to Ryuu no Rondo tr.,Action,PlayStation Vita,Namco Bandai Games
Canvas 2,Adventure,PlayStation 2,Kadokawa Shoten
Memories Off: Sorekara Again,Adventure,PlayStation 2,KID
Tom Clancy's Rainbow Six: Vegas 2,Shooter,PC,Ubisoft
11eyes: CrossOver,Adventure,Xbox 360,5pb
Kenka Bancho Otome,Action,PlayStation Vita,Screenlife
Supermodel Makeover by Lauren Luke,Simulation,Nintendo DS,Avanquest
George of the Jungle and the Search for the Secret,Platform,Nintendo Wii,Ignition Entertainment
AirForce Delta Storm,Shooter,Game Boy Advance,Konami Digital Entertainment
Serious Sam HD: Gold Edition,Shooter,Xbox 360,Mastertronic
Peter Pan in Disney's Return to Never Land,Platform,PlayStation,Sony Computer Entertainment
Ferrari Challenge Trofeo Pirelli Deluxe,Racing,Nintendo Wii,System 3 Arcade Software
Xenosaga I·II,Role-Playing,Nintendo DS,Namco Bandai Games
SimCity Societies,Simulation,PC,Electronic Arts
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Sports,Nintendo Wii,Hudson Soft
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,Misc,PlayStation 3,Namco Bandai Games
Fishdom 2 Deluxe,Puzzle,PC,Rondomedia
Kuusen II,Simulation,PlayStation 2,Kadokawa Shoten
Cross Channel: In Memory of All People,Adventure,Xbox 360,CyberFront
Bomberman Story DS,Role-Playing,Nintendo DS,Rising Star Games
Penguins of Madagascar,Action,Nintendo Wii,Namco Bandai Games
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,Adventure,PlayStation Portable,Prototype
Brothers in Arms: Hell's Highway,Shooter,PC,Ubisoft
Are You Alice?,Adventure,PlayStation Portable,Idea Factory
Future Tactics: The Uprising,Strategy,GameCube,JoWood Productions
Stronghold Crusader Extreme,Strategy,PC,Gamecock
Kensei: Sacred Fist,Fighting,PlayStation,Konami Digital Entertainment
Backyard NFL Football,Sports,Nintendo DS,Atari
Okashi na Shima no Peter Pan: Sweet Never Land,Adventure,PlayStation Portable,Quinrose
Urakata Hakuoki,Adventure,PlayStation Portable,Idea Factory
Cities XL 2011,Simulation,PC,Focus Home Interactive
Kung Fu Panda,Action,PC,Activision
Gift: Prism,Adventure,PlayStation 2,Sweets
PDC World Championship Darts: Pro Tour,Sports,Xbox 360,O-Games
Shanghai: True Valor,Puzzle,PlayStation,Activision
Tokyo Xanadu eX+,Role-Playing,PlayStation 4,Nihon Falcom Corporation
Major Dream: Major DS Dream Baseball,Sports,Nintendo DS,Takara Tomy
Steins;Gate: Senkei Kousoku no Phonogram,Adventure,Xbox 360,5pb
Thunderbirds,Shooter,Game Boy Advance,Vivendi Games
Winning Post 8 2015,Action,PlayStation Vita,Tecmo Koei
Vitamin Z Revolution,Adventure,PlayStation Portable,D3Publisher
Aria: The Origination ~Aoi Wakusei no El Cielo~,Adventure,PlayStation 2,Alchemist
Inkheart,Adventure,Nintendo DS,DreamCatcher Interactive
Street Fighter X Tekken,Fighting,PC,Capcom
Lunatic Dawn Tempest,Role-Playing,PlayStation 2,ArtDink
Ceville,Action,PC,Kalypso Media
Strike Witches: Shirogane no Tsubasa,Strategy,PlayStation Portable,Kadokawa Shoten
Total Immersion Racing,Racing,Xbox,Empire Interactive
Totally Spies! 2: Undercover,Action,Nintendo DS,Atari
Luxor: The Wrath of Set,Puzzle,PlayStation Portable,Mumbo Jumbo
Natalie Brooks: Mystery at Hillcrest High,Action,Nintendo DS,Licensed 4U
NASCAR Heat Evolution,Racing,Xbox One,Dusenberry Martin Racing
Board Game: Top Shop,Misc,PlayStation,Success
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,Action,Nintendo DS,Konami Digital Entertainment
Castlevania: Lords of Shadow - Reverie,Action,Xbox 360,Konami Digital Entertainment
Xia-Xia,Platform,Nintendo DS,
Cocoto Magic Circus,Shooter,Nintendo Wii,Neko Entertainment
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,Adventure,PlayStation 2,Marvelous Interactive
Dunamis 15,Adventure,PlayStation 3,5pb
DemiKids: Dark Version,Role-Playing,Game Boy Advance,Atlus
Mage Knight: Destiny's Soldier,Strategy,Nintendo DS,Namco Bandai Games
GT Legends,Racing,PC,Atari
Blender Bros.,Platform,Game Boy Advance,Unknown
Suzumiya Haruhi no Heiretsu,Adventure,Nintendo Wii,Sega
F1 Race Stars,Racing,PC,Codemasters
DemiKids: Light Version,Role-Playing,Game Boy Advance,Atlus
Nanatsuiro * Drops Pure!!,Adventure,PlayStation 2,Media Works
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,Misc,Nintendo DS,D3Publisher
Escape the Emerald Star,Puzzle,PC,PopCap Games
La Corda d'Oro 4,Action,PlayStation Vita,Tecmo Koei
Thomas and Friends: Steaming around Sodor,Action,Nintendo 3DS,Avanquest Software
Titanic Mystery,Puzzle,Nintendo Wii,O-Games
Falcon 4.0: Allied Force,Simulation,PC,Graphsim Entertainment
Bottom of the 9th '97,Sports,PlayStation,Konami Digital Entertainment
Shaman King: Chou Senjiryokketsu 3,Role-Playing,Game Boy Advance,King Records
Ride,Racing,Xbox 360,Milestone S.r.l.
Line Rider 2: Unbound,Puzzle,Nintendo Wii,Deep Silver
HatsuKare * Renai Debut Sengen!,Adventure,PlayStation Portable,FuRyu
Treasure Chase,Puzzle,Nintendo DS,Storm City Games
Unreal Anthology,Shooter,PC,Midway Games
X3: Terran War Pack,Misc,PC,Deep Silver
Prison Architect,Action,PlayStation 4,Introversion Software
G1 Jockey Wii,Sports,Nintendo Wii,Tecmo Koei
Kingdom: Ikkitousen no Ken,Action,PlayStation Portable,Konami Digital Entertainment
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,Fighting,PlayStation 2,Yuke's
Rugby League Live 3,Action,PlayStation 4,Tru Blu Entertainment
Tom Clancy's EndWar,Strategy,PC,Ubisoft
RayCrisis: Series Termination,Shooter,PlayStation,JVC
Left 4 Dead,Shooter,PC,Electronic Arts
Bejeweled 2 Deluxe,Puzzle,PC,Focus Home Interactive
Ikki Tousen: Shining Dragon,Role-Playing,PlayStation 2,Marvelous Interactive
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,Adventure,PlayStation 2,Minato Station
Toxic Grind,Sports,Xbox,THQ
DiRT,Racing,PC,Codemasters
Kawasaki Jet Ski,Racing,Nintendo Wii,Metro 3D
Genkai Tokki: Seven Pirates,Role-Playing,PlayStation Vita,Compile Heart
Enchanted Arms (JP sales),Role-Playing,Xbox 360,Ubisoft
ScrapLand,Action,Xbox,Deep Silver
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,Misc,PlayStation Portable,Paon
Geten no Hana,Misc,PlayStation Portable,Tecmo Koei
Crazy Machines,Puzzle,Nintendo Wii,DTP Entertainment
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,Adventure,PlayStation Portable,Tecmo Koei
Blade Arcus from Shining EX,Fighting,PlayStation 3,Sega
Brave: The Video Game,Action,Nintendo Wii,Disney Interactive Studios
Frontlines: Fuel of War,Shooter,PC,THQ
D.Gray-man: Sousha no Shikaku,Adventure,PlayStation 2,Konami Digital Entertainment
Indianapolis 500 Evolution,Racing,Xbox 360,Zushi Games
