Make,Model,baseModel,Year
GMC,T15 (S15) Jimmy 4WD,Jimmy,2013
Ford,Fusion FWD,Fusion,2013
Chevrolet,Silverado K15 4WD,Silverado,2013
Subaru,Impreza AWD,Impreza/Outback Sport,2013
Chevrolet,C20 Pickup 2WD,C20 Pickup,2013
Toyota,Corolla,Corolla,2013
Eagle,Talon,Talon,2013
Ford,Mustang,Mustang,2013
Saturn,SC,SC,2013
Chevrolet,Corvette,Corvette,2013
Dodge,Daytona,Daytona,2013
Cadillac,Seville,Seville,2013
Mercedes-Benz,S65 AMG,S-Class,2013
BMW,335i xDrive,3 Series,2013
BMW,228i,2 Series,2014
Chevrolet,Cruze,Cruze,2014
Fiat,500 L,500 L,2014
BMW,X6 xDrive50i,X6,2015
Chevrolet,Express 3500 2WD Passenger,Express Passenger,2016
MINI,Cooper,Cooper,2013
BMW,Z4 Roadster,Z4,2013
Hyundai,Tiburon,Tiburon,2013
Honda,Civic,Civic,2013
Mercury,Topaz,Topaz,2013
Volkswagen,New Beetle,Beetle,2013
Ford,E150 Econoline 2WD,E150 Econoline,2013
Volkswagen,Touareg,Touareg,2013
Pontiac,Parisienne,Parisienne,2013
Mazda,CX-7 2WD,CX-7,2013
GMC,T15 (S15) Jimmy 4WD,Jimmy,2013
Volvo,760 Wagon,740/760,2013
Chevrolet,Caprice,Caprice,2013
Nissan,300ZX,300ZX,2013
Suzuki,Sidekick 2Door 4WD,Sidekick,2013
Nissan,300ZX,300ZX,2013
Chevrolet,Lumina/Monte Carlo,Lumina/Monte Carlo,2013
GMC,Sonoma 2WD,Sonoma,2013
Chevrolet,Lumina Minivan 2WD,Lumina Minivan,2013
Mitsubishi,Montero,Montero,2013
Buick,Skylark,Skylark,2013
Mercury,Mystique,Mystique,2013
GMC,T15 (S15) Jimmy 4WD,Jimmy,2013
Toyota,Supra,Supra,2013
Ford,F150 5.0L 4WD FFV GVWR>7599 LBS,F150,2017
BMW,430i xDrive Convertible,4 Series,2018
Porsche,Panamera 4 ST,Panamera,2021
Audi,S8,S8,2022
Isuzu,Pickup 2WD,Pickup,2013
Ford,F150 2WD BASE PAYLOAD LT TIRE,F150,2018
Hyundai,Venue,Venue,2020
Porsche,Macan,Macan,2020
BMW,X6 M,X6,2021
Honda,Civic 4Dr,Civic,2021
Ford,Ranger Tremor 4WD,Ranger,2021
Jaguar,F-Pace P400 MHEV,F-Pace,2022
Honda,CR-V FWD,CR-V,2022
Chevrolet,Cavalier,Cavalier,2013
Mazda,6 Sport Wagon,6,2013
Kia,Sorento 4WD,Sorento,2013
Acura,RSX,RSX,2013
Isuzu,Ascender 7-passenger 4WD,Ascender,2013
Subaru,Impreza AWD,Impreza/Outback Sport,2013
Chrysler,Pacifica 2WD,Pacifica,2013
Ford,Ranger Pickup 2WD,Ranger,2013
Volvo,V70 AWD,V70,2013
Jaguar,S-Type 4.2 Litre,S-type,2013
Nissan,Armada 2WD,Armada,2013
Mercury,Capri,Capri,2013
Toyota,Corolla,Corolla,2023
Honda,Clarity FCV,Clarity,2022
Lexus,UX 300h AWD,UX,2024
Ford,Mustang Mach-E RWD Extended,Mustang Mach-E,2024
Toyota,Crown AWD,Crown,2024
Dodge,D100/D150 Pickup 2WD,D100/D150 Pickup,2013
Nissan,300ZX,300ZX,2013
Jaguar,XJS Convertible,XJS,2013
Chevrolet,Camaro,Camaro,2013
Mazda,626/MX-6,626/MX-6,2013
GMC,Sierra 1500 4WD,Sierra,2013
Nissan,Truck Cab Chassis 2WD,Truck,2013
Laforza Automobile Inc,Laforza,Laforza,2013
Dodge,Dakota Pickup 2WD,Dakota Pickup,2013
Dodge,Power Ram 50 4WD,Power Ram 50 Pickup,2013
Jeep,Cherokee 4WD,Cherokee,2013
Jaguar,XJS Coupe,XJS,2013
Alfa Romeo,Spider Veloce 2000,Spider,2013
Nissan,Pathfinder 2WD,Pathfinder,2013
Grumman Olson,Kubvan,Kubvan,2013
Dodge,Spirit,Spirit,2013
Audi,100 Wagon,100,2013
Isuzu,Pickup 2WD,Pickup,2013
Land Rover,Range Rover County LWB,Range Rover,2013
Pontiac,Sunfire,Sunfire,2013
Mercury,Capri,Capri,2013
Nissan,Sentra/200SX,Sentra/200SX,2013
Eagle,Talon,Talon,2013
Mercedes-Benz,500SEC,500,2013
Saturn,SL,SL,2013
Acura,3.5RL,RL,2013
Ford,Escort Wagon,Escort,2013
Ford,Aerostar Wagon,Aerostar Wagon,2013
Toyota,Truck 2WD,Truck/T100,2013
Mazda,Protege,Protege,2013
Isuzu,Rodeo 2WD,Rodeo,2013
Mercury,Mountaineer 4WD,Mountaineer,2013
Mitsubishi,Eclipse,Eclipse,2013
Ford,Focus,Focus,2013
Roush Performance,Stage 3 Mustang,Mustang,2013
Mercedes-Benz,CL500,CL-Class,2013
Toyota,Tundra 2WD,Tundra,2013
Kia,Sportage 2WD,Sportage,2013
Suzuki,Vitara 4Door 4WD,Vitara,2013
Mitsubishi,Mirage,Mirage,2013
Ford,E150 Econoline 2WD,E150 Econoline,2013
Saab,9-4X AWD,9-4,2013
Ford,Escape FWD,Escape,2013
Ford,Focus FWD,Focus,2014
Mercedes-Benz,AMG GLE43 4matic Coupe,GLE-Class,2016
Mercedes-Benz,AMG GLE43 4matic,GLE-Class,2017
Toyota,Corolla,Corolla,2013
Toyota,Tacoma 4WD,Tacoma,2018
Ford,F150 2WD FFV BASE PAYLOAD LT,F150,2018
Jaguar,F-Type Coupe,F-Type,2019
Ford,F150 Pickup 4WD,F150,2019
Cadillac,CT5 V,CT5,2020
BMW,230i xDrive Coupe,2 Series,2020
BMW,i3s with Range Extender,i3,2021
Chevrolet,Cavalier,Cavalier,2013
Kia,Sorento Plug-in Hybrid,Sorento,2021
Ford,Ranger Pickup 4WD,Ranger,2013
Kia,K5,K5,2024
Chrysler,LeBaron GTS,LeBaron,2013
Mercury,Grand Marquis,Grand Marquis,2013
Dodge,Shadow,Shadow,2013
Mazda,323 Protege 4x4,323 Protege,2013
Geo,Tracker Convertible 4WD,Tracker,2013
Chevrolet,Camaro,Camaro,2013
Plymouth,Colt,Colt,2013
Audi,A7 quattro,A7,2023
Mercedes-Benz,GLC300 4matic,GLC-Class,2023
Chevrolet,K20 Pickup 4WD,K20 Pickup,2013
Jeep,Comanche Pickup 2WD,Comanche Pickup,2013
Subaru,Justy,Justy,2013
Dodge,D100/D150 Pickup 2WD,D100/D150 Pickup,2013
Dodge,Shadow Convertible,Shadow,2013
Infiniti,Q45,Q45,2013
Nissan,Pathfinder 2WD,Pathfinder,2013
Chevrolet,Corsica,Corsica,2013
Jeep,Comanche Pickup 2WD,Comanche Pickup,2013
Dodge,Dakota Pickup 2WD,Dakota Pickup,2013
Mazda,MPV,MPV,2013
Chevrolet,Cavalier,Cavalier,2013
Oldsmobile,Cutlass Cruiser Wagon,Cutlass Cruiser,2013
Suzuki,SX4 Sport,SX4,2013
Toyota,Cab/Chassis 2WD,Cab Chassis,2013
Volvo,940 Wagon,940,2013
Jaguar,XJ-SC,XJS,2013
Dodge,Dakota Pickup 4WD,Dakota Pickup,2013
Chevrolet,Malibu,Malibu,2013
Hyundai,Tucson 4WD,Tucson,2013
Chrysler,300 SRT8,300 SRT8,2013
GMC,Yukon XL 2500 2WD,Yukon,2013
Lincoln,MKX FWD,MKX,2013
BMW,335is Convertible,3 Series,2013
Lexus,GS 350,GS,2013
Maybach,57,57,2013
Cadillac,SRX 2WD,SRX,2013
Mitsubishi,Lancer Evolution,Lancer,2013
Volvo,XC70 FWD,XC70,2013
Buick,Regal eAssist,Regal,2014
Pontiac,Sunbird Wagon,Sunbird,2013
BMW,228i,2 Series,2014
smart,fortwo electric drive coupe,fortwo,2014
Mazda,CX-5 4WD,CX-5,2015
Ford,Explorer AWD,Explorer,2015
Cadillac,SRX,SRX,2015
BMW,M2,M,2016
Chevrolet,Malibu Hybrid,Malibu,2016
BMW,M6 Gran Coupe,M,2016
Ford,Escape FWD,Escape,2016
Porsche,911 Carrera 4S,911,2016
BMW,320i xDrive,3 Series,2016
Chevrolet,Suburban C1500 2WD,Suburban,2017
Toyota,RAV4 Hybrid AWD,RAV4,2017
Toyota,Yaris iA,Yaris,2017
Mazda,2,2,2017
Jeep,Compass 4WD,Compass,2018
Nissan,Frontier 4WD,Frontier,2018
Honda,Civic 4Dr,Civic,2018
Ford,Expedition MAX 2WD,Expedition,2018
BMW,M4 Coupe,M,2019
Cadillac,XT6 AWD,XT6,2019
Mercedes-Benz,AMG E63 S 4matic Plus,E-Class,2019
Ford,Escape FWD HEV,Escape,2019
Lotus,Evora GT,Evora,2020
Mercedes-Benz,C230 Kompressor Sports Coupe,C-Class,2013
Honda,Accord,Accord,2013
Dodge,Lancer,Lancer,2013
Plymouth,Gran Fury,Gran Fury,2013
Saturn,Vue AWD,Vue,2013
Saturn,SKY,SKY,2013
Audi,A6,A6,2013
Honda,Pilot 2WD,Pilot,2013
BMW,5 Series,5 Series,2013
Mercedes-Benz,500SEC,500,2013
Subaru,Wagon,Wagon,2013
Mitsubishi,Galant,Galant,2013
Chevrolet,K10 Pickup 4WD,K10 Pickup,2013
Ford,Mustang,Mustang,2013
Mercedes-Benz,ML350,ML-Class,2013
Mitsubishi,Montero,Montero,2013
Chevrolet,Express 1500 AWD,Express Passenger,2013
Ford,Five Hundred FWD,Five Hundred,2013
Honda,CR-V 2WD,CR-V,2013
Kia,Rio,Rio,2016
Volkswagen,Beetle Dune,Beetle,2016
Honda,Odyssey,Odyssey,2017
Cadillac,ATS,ATS,2017
Ford,Mustang,Mustang,2017
Cadillac,CT6 Plug-In,CT6,2017
Kia,Niro Plug-in Hybrid,Niro,2017
Porsche,911 GT3 Touring,911,2018
MINI,John Cooper Works Clubman All4,John Cooper Works,2018
Volvo,XC70 AWD,XC70,2013
Mercedes-Benz,E350,E-Class,2013
Kia,Sedona,Sedona,2013
Ford,Focus FWD,Focus,2013
Honda,Accord,Accord,2013
Lexus,RC 350 AWD,RC,2014
Chevrolet,Colorado 2WD,Colorado,2015
Ford,Explorer 4WD,Explorer,2013
Chrysler,Town and Country/Voyager/Grand Voy. 2WD,Town and Country/Voyager/Grand Voyager,2013
Toyota,Sequoia 2WD,Sequoia,2013
Volvo,XC90 AWD,XC90,2013
Porsche,Turbo 2 911 GT2,Turbo 2 911 GT2,2013
Buick,Century,Century,2013
Jaguar,Vdp Lwb,Vdp,2013
Cadillac,Escalade AWD,Escalade,2013
Mercedes-Benz,SL65 AMG,SL-Class,2013
Audi,A8,A8,2013
BMW,335xi,3 Series,2013
Mazda,Tribute FWD,Tribute,2013
Lamborghini,Murcielago,Murcielago,2013
Buick,Terraza FWD,Terraza,2013
GMC,Yukon 1500 4WD,Yukon,2013
Dodge,Ram 1500 Pickup 4WD,Ram 1500 Pickup,2013
Honda,Odyssey,Odyssey,2013
Mercedes-Benz,CLS63 AMG,CLS-Class,2013
Infiniti,G37x,G37,2013
Bitter Gmbh and Co. Kg,SC,SC,2013
Ford,F250 Pickup 4WD,F250,2013
Pontiac,2000 Sunbird Convertible,Sunbird,2013
Mazda,B2600i 4x4,B Pickup,2013
Dodge,Caravan/Ram Van 2WD,Caravan/Ram Van,2013
Toyota,Celica,Celica,2013
Geo,Prizm,Prizm,2013
Honda,Civic,Civic,2013
Mercury,Sable Wagon,Sable,2013
Eagle,Talon,Talon,2013
Dodge,D100/D150 Pickup 2WD,D100/D150 Pickup,2013
Dodge,W250 Pickup 4WD,W250 Pickup,2013
Maserati,Spyder,Spyder,2013
Chevrolet,Beretta,Beretta,2013
GMC,C2500 Sierra 2WD,C2500 Sierra,2013
Volkswagen,Corrado,Corrado,2013
GMC,C2500 Sierra 2WD,C2500 Sierra,2013
GMC,Jimmy 4WD,Jimmy,2013
Jaguar,XJL,XJ,2017
Toyota,Highlander AWD,Highlander,2017
Mazda,CX-5 2WD,CX-5,2018
Toyota,Tacoma 2WD,Tacoma,2019
Nissan,Sentra,Sentra,2020
Mercedes-Benz,Metris (Cargo Van),Metris Cargo,2020
Toyota,Corolla APEX,Corolla,2021
Porsche,911 Targa 4 GTS,911,2022
Chevrolet,Silverado Mud Terrain Tires 4WD,Silverado,2023
Oldsmobile,Cutlass Calais,Cutlass Calais,2013
Chevrolet,G10/20 Van 2WD,G10/20 Van,2013
Mercury,Capri,Capri,2013
GMC,R15 Pickup 2WD,Pickup,2013
Toyota,Highlander AWD,Highlander,2017
BMW,M8 Competition Convertible,M,2020
Volvo,240 Wagon,240,2013
Chevrolet,Silverado C15 2WD,Silverado,2013
Buick,Lucerne,Lucerne,2013
Ford,F150 Pickup 2WD,F150,2013
Pontiac,6000 Wagon,6000,2013
Mazda,626/MX-6,626/MX-6,2013
Cadillac,Brougham,Brougham,2013
Consulier Industries Inc,Consulier GTP,Consulier GTP,2013
Toyota,Celica Convertible,Celica,2013
Honda,Prelude,Prelude,2013
Dodge,Ram 1500 Pickup 4WD,Ram 1500 Pickup,2013
Volkswagen,Touareg,Touareg,2013
Kia,Sorento 2WD,Sorento,2013
Ford,F250 Pickup 2WD,F250,2013
Chevrolet,Tahoe 1500 2WD,Tahoe,2013
Lincoln,Town Car,Town Car,2013
Mercedes-Benz,AMG C63 S Coupe,C-Class,2023
GMC,Yukon 2WD,Yukon,2023
Dodge,Lancer,Lancer,2013
Plymouth,Sundance,Sundance,2013
Buick,Riviera,Riviera,2013
Dodge,Lancer,Lancer,2013
Mercury,Cougar,Cougar,2013
Ford,F250 Pickup 2WD,F250,2013
Ford,E150 Club Wagon,E150 Club Wagon,2013
Chevrolet,G10/20 Sport Van 2WD,G10/20 Van,2013
Geo,Tracker 4WD,Tracker,2013
MINI,Cooper Hardtop 2 door,Cooper,2017
GMC,Safari 2WD (cargo),Safari,2013
Kia,Sorento FWD,Sorento,2018
Chevrolet,Silverado 4WD,Silverado,2019
Land Rover,Range Rover Sport PHEV,Range Rover,2019
Chevrolet,Silverado 4WD TrailBoss,Silverado,2020
BMW,X4 M Competition,X4,2021
Mercedes-Benz,C300 4matic Convertible,C-Class,2022
Ford,Escort,Escort,2013
BMW,X5 xDrive50i,X5,2013
Volvo,740/760,740/760,2013
Toyota,Highlander 2WD,Highlander,2013
Ford,Fusion AWD,Fusion,2014
Subaru,Impreza AWD,Impreza/Outback Sport,2014
Hyundai,Santa Fe FWD,Santa Fe,2014
Audi,A6 Avant quattro,A6,2013
Plymouth,Horizon,Horizon,2013
Porsche,Carrera 4 S Kit,Carrera 4 S Kit,2013
Lexus,GS 300/GS 430,GS,2013
Lincoln,MKZ AWD,MKZ,2013
Dodge,Dakota Pickup 2WD,Dakota Pickup,2013
Dodge,Nitro 2WD,Nitro,2013
Subaru,Forester AWD,Forester,2013
Audi,A4 quattro,A4,2013
GMC,Yukon XL 1500 2WD,Yukon,2013
Mitsubishi,Endeavor 2WD,Endeavor,2013
GMC,K25 Pickup 4WD,Pickup,2013
Mazda,RX-7,RX-7,2013
Ford,Ranger Pickup 2WD,Ranger,2013
Ford,Ranger Pickup Cab Chassis 2WD,Ranger,2013
Pontiac,Fiero,Fiero,2013
BMW,X6 M60i xDrive,X6,2023
Rivian,R1S All-Terrain Dual Max (20in),R1S,2024
Ford,Bronco 4WD,Bronco,2013
Ferrari,Mondial T/Cabriolet,Mondial T/Cabriolet,2013
Pontiac,Turbo Firefly,Firefly,2013
GMC,C2500 Sierra 2WD,C2500 Sierra,2013
Dodge,Daytona,Daytona,2013
Mitsubishi,Mirage,Mirage,2013
Volvo,240 Wagon,240,2013
Chevrolet,K2500 Pickup 4WD,K2500 Pickup,2013
Buick,Coachbuilder Wagon,Coachbuilder Wagon,2013
Chevrolet,S10 Pickup 2WD,S10 Pickup,2013
Ford,E150 Club Wagon,E150 Club Wagon,2013
Volvo,C70,C70,2013
Ford,Expedition 2WD,Expedition,2013
Nissan,Pathfinder 4WD,Pathfinder,2013
BMW,528i Sport Wagon,5 Series,2013
Ford,Focus,Focus,2013
Dodge,Durango 4WD,Durango,2013
Ford,Explorer 4WD,Explorer,2013
Audi,A8 L,A8,2013
Volkswagen,Jetta,Jetta,2013
Isuzu,I-Mark,I-Mark,2013
Plymouth,Turismo,Turismo,2013
GMC,Yukon XL 4WD,Yukon,2023
Isuzu,Pickup 4WD,Pickup,2013
Chevrolet,G10/20 Van 2WD,G10/20 Van,2013
Jeep,Comanche Pickup 2WD,Comanche Pickup,2013
Dodge,Shadow,Shadow,2013
Mitsubishi,Montero,Montero,2013
Ford,Taurus SHO,Taurus,2013
Isuzu,Stylus,Stylus,2013
Chevrolet,Blazer 4WD,Blazer,2013
Pontiac,G6,G6,2013
Lincoln,LS,LS,2013
Volkswagen,Passat,Passat,2013
Chevrolet,Suburban 1500 2WD,Suburban,2013
Audi,TT Roadster quattro,TT Roadster,2013
Scion,xB,xB,2013
Kia,Sportage 2WD,Sportage,2013
Dodge,Aries,Aries,2013
Volvo,740,740/760,2013
Mitsubishi,Space Wagon,Space Wagon,2013
GMC,G15/25 Vandura 2WD,Vandura,2013
Mercury,Grand Marquis,Grand Marquis,2013
Chevrolet,C2500 Pickup 2WD,C2500 Pickup,2013
Nissan,Armada 4WD,Armada,2018
Chevrolet,Silverado 4WD TrailBoss,Silverado,2020
Hyundai,Elantra,Elantra,2021
Subaru,Crosstrek AWD,Crosstrek,2021
Nissan,Rogue AWD SL/Platinum,Rogue,2021
Jaguar,F-Type P450 AWD R-Dynamic Convertible,F-Type,2022
Chevrolet,Cobalt Coupe,Cobalt,2013
Mercury,Milan FWD,Milan,2013
Hyundai,Tucson 2WD,Tucson,2013
GMC,Sierra 2500 2WD,Sierra,2013
Oldsmobile,Silhouette 2WD,Silhouette,2013
Panoz Auto-Development,Panoz Roadster,Panoz Roadster,2013
Nissan,Truck 2WD,Truck,2013
Mercury,Cougar,Cougar,2013
Volvo,V60 Polestar AWD,V60,2017
Cadillac,ATS,ATS,2015
Dodge,Dakota Pickup 4WD,Dakota Pickup,2013
Mazda,3,3,2013
Mercedes-Benz,E500,E-Class,2013
BMW,525i,5 Series,2013
Chrysler,PT Cruiser Convertible,PT Cruiser,2013
Dodge,Ram 1500 Pickup 2WD,Ram 1500 Pickup,2013
Dodge,D100/D150 Pickup 2WD,D100/D150 Pickup,2013
Chevrolet,Cobalt,Cobalt,2013
Shelby,Mustang GT,Mustang GT,2013
Pontiac,Solstice,Solstice,2013
Nissan,Versa,Versa,2013
Buick,Somerset Regal,Somerset Regal,2013
Pontiac,Phoenix,Phoenix,2013
Plymouth,Colt Vista,Colt,2013
Ford,Tempo,Tempo,2013
Ford,Bronco II 2WD,Bronco II,2013
Jeep,Wrangler 4WD,Wrangler,2013
Buick,Century Wagon,Century Wagon,2013
Audi,90 quattro 20v,80/90,2013
Pontiac,Bonneville,Bonneville,2013
Plymouth,Colt,Colt,2013
Ford,Explorer 2WD,Explorer,2013
Porsche,911 Carrera 4S,911,2018
BMW,M240i Convertible,M,2018
Jeep,Cherokee/Wagoneer 4WD,Cherokee/Wagoneer,2013
Ford,Flex AWD,Flex,2013
Chevrolet,C10 Pickup 2WD,C10 Pickup,2013
GMC,Sonoma 2WD (FFV),Sonoma,2013
Volvo,C70 Coupe,C70,2013
Nissan,Frontier V6 4WD,Frontier,2013
Mitsubishi,Eclipse Spyder,Eclipse,2013
Ford,F250 Pickup 2WD,F250,2013
Nissan,Sentra Wagon,Sentra,2013
Ford,Bronco 4WD,Bronco,2013
GMC,Sierra 1500 4WD,Sierra,2013
Ford,Probe,Probe,2013
Toyota,Camry,Camry,2013
Chevrolet,Caprice Wagon,Caprice,2013
Honda,Civic HB VX,Civic,2013
Lexus,HS 250h,HS,2013
Volkswagen,New Beetle,Beetle,2013
Ford,Focus FWD,Focus,2013
Saab,9-3 SportCombi,9-3,2013
MINI,Cooper Coupe,Cooper,2013
BMW,328i Sport Wagon,3 Series,2013
BMW,535i,5 Series,2013
Chrysler,300 SRT8,300 SRT8,2013
Chevrolet,Caprice,Caprice,2013
Cadillac,ELR,ELR,2015
Chevrolet,Pickup 2500 4WD,Pickup 2500,2013
Nissan,Altima / Stanza,Altima / Stanza,2013
BMW,530i Touring,5 Series,2013
Saturn,SW,SW,2013
Ford,Explorer 4WD,Explorer,2013
Pontiac,Grand Am,Grand Am,2013
CX Automotive,XM v6a,XM,2013
Geo,Tracker Van 4WD,Tracker,2013
Pontiac,Firebird/Formula,Firebird/Trans Am/Formula,2013
Mercedes-Benz,C220,C-Class,2013
Nissan,Pathfinder 4WD,Pathfinder,2013
Oldsmobile,Cutlass Cruiser Wagon,Cutlass Cruiser,2013
Plymouth,Prowler,Prowler,2013
Suzuki,Swift,Swift,2013
Chrysler,Sebring,Sebring,2013
Mitsubishi,Diamante,Diamante,2013
Volvo,C70 Coupe,C70,2013
Lincoln,Navigator 2WD,Navigator,2013
McLaren Automotive,MSO HS,MSO HS,2020
Mazda,6,6,2020
Porsche,911 Carrera 4 GTS,911,2022
BMW,X3 M,X3,2022
Buick,Park Avenue,Park Avenue,2013
Saab,9-3 Sport Sedan,9-3,2013
Dodge,Charger,Charger,2013
GMC,Canyon 4WD,Canyon,2013
Kia,Borrego 2WD,Borrego,2013
Mitsubishi,Lancer Sportback,Lancer,2013
Jeep,Liberty 2WD,Liberty,2013
Subaru,XT,XT,2013
Jeep,Compass 2WD,Compass,2013
Chrysler,300,300,2013
Suzuki,SX4 Sedan,SX4,2013
Volvo,XC60 AWD,XC60,2013
Oldsmobile,Calais,Calais,2013
smart,fortwo cabriolet,fortwo,2013
Porsche,Boxster S,Boxster,2014
Nissan,Stanza Wagon 2WD,Stanza,2013
Volkswagen,Beetle Convertible,Beetle,2014
Nissan,Frontier 2WD,Frontier,2014
Chevrolet,S10 Pickup 2WD,S10 Pickup,2013
Ram,Promaster City,Promaster City,2015
Porsche,Boxster,Boxster,2016
BMW,328d xDrive,3 Series,2016
Lexus,GS 350 F Sport,GS,2019
BMW,M240i Convertible,M,2020
Hyundai,Santa Fe AWD,Santa Fe,2020
Saab,900,900,2013
Jeep,Renegade 4WD,Renegade,2022
Infiniti,Q45 Full-Active Suspension,Q45,2013
Suzuki,Sidekick Hardtop 4WD,Sidekick,2013
Dodge,Caravan C/V/Grand Caravan 2WD,Caravan C/V/Grand Caravan,2013
Aston Martin,Saloon/Vantage/Volante,Saloon/Vantage/Volante,2013
GMC,Jimmy 4WD,Jimmy,2013
Nissan,Maxima,Maxima,2013
Hyundai,Accent,Accent,2013
Pontiac,Bonneville,Bonneville,2013
Nissan,Frontier 2WD,Frontier,2013
Chevrolet,Silverado 1500 4WD,Silverado,2013
Mazda,MX-5 Miata,MX-5 Miata,2013
Nissan,Frontier V6 4WD,Frontier,2013
Volkswagen,Eurovan,Eurovan,2013
GMC,Jimmy 2WD,Jimmy,2013
Audi,TT Coupe quattro,TT Coupe,2013
Porsche,Turbo 4 911 Kit,Turbo 4 911 Kit,2013
Volkswagen,GTI,Golf/GTI,2013
Chevrolet,SSR Pickup 2WD,SSR Pickup,2013
Texas Coach Company,500SE,500SE,2013
Mercedes-Benz,S55 AMG,S-Class,2013
Dodge,Magnum,Magnum,2013
GMC,Sierra 1500 2WD,Sierra,2013
GMC,Savana 1500/2500 AWD (cargo),Savana Cargo,2013
Subaru,Impreza Sport 5-Door,Impreza,2018
Dodge,Durango RWD,Durango,2018
Subaru,Crosstrek AWD,Crosstrek,2020
Jeep,Renegade 2WD,Renegade,2020
Mercedes-Benz,GLE450 4matic,GLE-Class,2021
Mercedes-Benz,GLE350,GLE-Class,2022
Ford,F150 Pickup 4WD FFV,F150,2022
Mercedes-Benz,C350,C-Class,2013
Toyota,Corolla FX,Corolla,2013
Porsche,Cayenne GTS,Cayenne,2013
Mercedes-Benz,G63 AMG,G-Class,2013
Subaru,Impreza Wagon AWD,Impreza/Outback Sport,2015
Subaru,Legacy/Outback AWD,Legacy/Outback,2013
Isuzu,Axiom 4WD,Axiom,2013
Mercury,Sable Wagon,Sable,2013
Ford,Explorer Sport Trac 2WD FFV,Explorer,2013
Mercury,Milan,Milan,2013
Roush Performance,Stage 3 Mustang,Mustang,2013
Dodge,Dakota Pickup 2WD,Dakota Pickup,2013
Dodge,Magnum AWD,Magnum,2013
Saab,9-3 Aero SportCombi AWD,9-3,2013
Mercedes-Benz,GL550 4matic,GL-Class,2013
Dodge,Nitro 4WD,Nitro,2013
Dodge,B150/B250 Wagon 2WD,B150/B250 Wagon,2013
Audi,A3,A3,2023
Mitsubishi,Outlander PHEV,Outlander,2023
Chevrolet,Lumina/Monte Carlo,Lumina/Monte Carlo,2013
Ford,Taurus Wagon,Taurus,2013
Kia,Sportage 2WD,Sportage,2013
Jaguar,X-Type,X-Type,2013
Volkswagen,Jetta Wagon,Jetta,2013
GMC,Sierra Denali 1500 AWD,Sierra,2013
Jaguar,XK Convertible,XK,2013
Hyundai,Equus,Equus,2013
Jeep,Wrangler 4WD,Wrangler,2013
MINI,Cooper S Coupe,Cooper,2014
Fiat,500 L,500 L,2015
Volkswagen,Fox,Fox,2013
Mercedes-Benz,AMG GLE53 4matic Plus Coupe,GLE-Class,2021
Chevrolet,Avalanche 1500 2WD,Avalanche,2013
Buick,Rendezvous AWD,Rendezvous,2013
GMC,Yukon 1500 AWD,Yukon,2013
Mercedes-Benz,E55 AMG (wagon),E-Class,2013
GMC,Envoy XL 2WD,Envoy,2013
Plymouth,Voyager 2WD,Voyager,2013
Cadillac,Seville,Seville,2013
Mercedes-Benz,CLA250,CLA-Class,2024
Dodge,W250 Pickup 4WD,W250 Pickup,2013
Oldsmobile,Cutlass Ciera,Cutlass Ciera,2013
Toyota,Celica,Celica,2013
GMC,Sierra 1500 4WD,Sierra,2013
Ford,Festiva,Festiva,2013
Chevrolet,C2500 Pickup 2WD,C2500 Pickup,2013
Jeep,Wrangler 4WD,Wrangler,2013
Eagle,Talon,Talon,2013
Dodge,Ram 1500 Pickup 4WD,Ram 1500 Pickup,2013
Saturn,SL,SL,2013
Ford,Taurus Wagon,Taurus,2013
Audi,A4 quattro,A4,2013
GMC,Safari AWD (passenger),Safari Passenger,2013
Toyota,4Runner 2WD,4Runner,2013
Chevrolet,Corvette,Corvette,2013
GMC,Savana 1500/2500 2WD (passenger),Savana Passenger,2013
Nissan,Pathfinder 2WD,Pathfinder,2013
Dodge,D250 Pickup 2WD,D250 Pickup,2013
GMC,Sierra 1500 2WD,Sierra,2013
Porsche,Panamera 4,Panamera,2017
Lotus,Esprit Turbo,Esprit,2013
Chevrolet,Blazer AWD,Blazer,2021
Ford,Expedition 2WD,Expedition,2022
Jaguar,F-Type P450 RWD Convertible,F-Type,2022
Chrysler,LeBaron,LeBaron,2013
Dodge,B150/B250 Van 2WD,B150/B250 Van,2013
Cadillac,SRX 2WD,SRX,2013
Chevrolet,C1500 Pickup 2WD,C1500 Pickup,2013
Porsche,911 Carrera 4 Cabriolet,911,2013
Porsche,Boxster Spyder,Boxster,2013
GMC,Sierra C15 2WD,Sierra,2013
Audi,TT RS Coupe,TT Coupe,2013
BMW,335is Coupe,3 Series,2013
Mercedes-Benz,SLS AMG GT Roadster,SLS AMG,2013
Nissan,Pathfinder 4WD,Pathfinder,2013
GMC,Yukon XL K10 AWD,Yukon,2013
Mercedes-Benz,ML350 4matic,ML-Class,2014
Ford,Escape FWD,Escape,2014
Kia,Optima,Optima,2015
BMW,M3 Convertible,M,2013
GMC,Canyon Crew Cab 2WD,Canyon,2013
Ford,Escape 2WD,Escape,2013
Nissan,350z,350z,2013
Mitsubishi,Eclipse,Eclipse,2013
Hyundai,Sonata,Sonata,2013
Chrysler,300C/SRT-8,300 SRT8,2013
Infiniti,G35,G35,2013
BMW,328i Sport Wagon,3 Series,2013
Hummer,H3T 4WD,H3T,2013
Porsche,Carrera 4 Cabriolet,Carrera 4 Cabriolet,2013
