plant_common_name,plant_family,plant_scientific_name
Exothea,Sapindaceae,Exothea Macfad.
Blue Leadwood,Plumbaginaceae,Ceratostigma plumbaginoides Bunge
Andean Senna,Fabaceae,Senna monozyx (Irwin & Barneby) Irwin & Barneby
Labrador Bryum Moss,Bryaceae,Bryum longisetum Bland. ex Schwägr. var. labradorense (Philib.) C.E.O. Jensen
Sand Buckwheat,Polygonaceae,Eriogonum leptocladon Torr. & A. Gray var. leptocladon
Scentless Geranium,Geraniaceae,Pelargonium inodorum Willd.
Stonewood,Myrtaceae,Callistemon salignus (Sm.) Sweet
Western Spruce Dwarf Mistletoe,Viscaceae,Arceuthobium microcarpum (Engelm.) Hawksw. & Wiens
Echinoplaca Lichen,Gomphillaceae,Echinoplaca Fée
Desertsenna,Fabaceae,Senna armata (S. Watson) Irwin & Barneby
Mitchella,Rubiaceae,Mitchella L.
Fragrant Bedstraw,Rubiaceae,Galium triflorum Michx.
Shieldplant,Brassicaceae,Streptanthus tortuosus Kellogg var. flavescens Jeps.
Mint,Lamiaceae,Mentha ×muelleriana F.W. Schultz
Goldilocks,Asteraceae,Aster linosyris (L.) Bernh.
Strawberry,Rosaceae,Fragaria ×bringhurstii Staudt
Monkeyflower Savory,Lamiaceae,Clinopodium mimuloides (Benth.) Kuntze
Dicranodontium Moss,Dicranaceae,Dicranodontium uncinatum (Harv.) A. Jaeger
Mapleleaf Grape,Vitaceae,Vitis acerifolia Raf.
Casa Banana,Cucurbitaceae,Sicana odorifera (Vell.) Naud.
Nakedflower Ticktrefoil,Fabaceae,Desmodium nudiflorum (L.) DC.
Yucca,Agavaceae,Yucca madrensis Gentry
Cohune Palm,Arecaceae,Orbignya cohune (Mart.) Dahlgren ex Standl.
Quailbush,Chenopodiaceae,Atriplex lentiformis (Torr.) S. Watson ssp. breweri (S. Watson) H.M. Hall & Clem.
Smallflower Indian Paintbrush,Scrophulariaceae,Castilleja parviflora Bong. var. parviflora
Atrichum Moss,Polytrichaceae,Atrichum P. Beauv.
Smooth Hedgenettle,Lamiaceae,Stachys tenuifolia Willd.
Stemless Dwarf-cudweed,Asteraceae,Hesperevax acaulis (Kellogg) Greene
Richardson's Needlegrass,Poaceae,Achnatherum richardsonii (Link) Barkworth
Tapertip Smartweed,Polygonaceae,Polygonum acuminatum Kunth
Podistera,Apiaceae,Podistera S. Watson
Mottled Tuberose,Agavaceae,Manfreda variegata (Jacobi) Rose
Racomitrium Moss,Grimmiaceae,Racomitrium venustum Frisvoll
Lindheimer's Ticktrefoil,Fabaceae,Desmodium lindheimeri Vail
False Chiggergrape,Polygonaceae,Coccoloba venosa L.
Woodland Tickseed,Asteraceae,Coreopsis pulchra Boynt.
Ochna,Ochnaceae,Ochna L.
Pond-lily,Nymphaeaceae,Nuphar Sm.
Sticky Jointvetch,Fabaceae,Aeschynomene viscidula Michx.
Field Sagewort,Asteraceae,Artemisia campestris L.
Leafy Pondweed,Potamogetonaceae,Potamogeton foliosus Raf.
Cutleaf Medick,Fabaceae,Medicago laciniata (L.) Mill.
Bearded Cinquefoil,Rosaceae,Potentilla crinita A. Gray var. crinita
Pacific Brachythecium Moss,Brachytheciaceae,Brachythecium reflexum (Starke) Schimp. var. pacificum Renauld & Cardot
American Wisteria,Fabaceae,Wisteria frutescens (L.) Poir.
Coralberry,Caprifoliaceae,Symphoricarpos orbiculatus Moench
Chihuahuan Fishhook Cactus,Cactaceae,Glandulicactus uncinatus (Galeotti) Backeb. [excluded] var. uncinatus 
Javanese Treebine,Vitaceae,Cissus nodosa Blume
Pearson's Hawthorn,Rosaceae,Crataegus pearsonii Ashe
Orange Agoseris,Asteraceae,Agoseris aurantiaca (Hook.) Greene var. aurantiaca
Smooth Oxeye,Asteraceae,Heliopsis helianthoides (L.) Sweet var. gracilis (Nutt.) Gandhi & R.D. Thomas
Torrey Pine,Pinaceae,Pinus torreyana Parry ex Carrière ssp. torreyana 
Hawai'i Woodnettle,Urticaceae,Laportea interrupta (L.) Chew
Cusick's Pincushion,Asteraceae,Chaenactis cusickii A. Gray
Singlenerve Peperomia,Piperaceae,Peperomia hesperomannii Wawra
False Hellebore,Liliaceae,Veratrum nigrum L.
Southern Bogbutton,Eriocaulaceae,Lachnocaulon beyrichianum Sporleder ex Koern.
European Aspen,Salicaceae,Populus tremula L.
Purple Meadowparsnip,Apiaceae,Thaspium trifoliatum (L.) A. Gray var. trifoliatum
Cynodon,Poaceae,Cynodon bradleyi Stent
Scrub Balm,Lamiaceae,Dicerandra frutescens Shinners
Andreaea Moss,Andreaeaceae,Andreaea rupestris Hedw.
Florida Greeneyes,Asteraceae,Berlandiera subacaulis (Nutt.) Nutt.
Ceboruquillo,Sapindaceae,Thouinia striata Radlk. var. striata
Romulea,Iridaceae,Romulea Maratti
Sabine River Wakerobin,Liliaceae,Trillium gracile J.D. Freeman
Common Snowberry,Caprifoliaceae,Symphoricarpos albus (L.) S.F. Blake var. albus
Fishtail Swordfern,Dryopteridaceae,Nephrolepis falcata (Cav.) C. Chr.
Broadleaf Lupine,Fabaceae,Lupinus latifolius Lindl. ex J. Agardh ssp. parishii (C.P. Sm.) Kenney & D. Dunn
Owyhee Milkvetch,Fabaceae,Astragalus atratus S. Watson var. owyheensis (A. Nelson & J.F. Macbr.) M.E. Jones
Sand Ryegrass,Poaceae,Leymus arenarius (L.) Hochst.
Peacock Larkspur,Ranunculaceae,Delphinium ×pavonaceum Ewan (pro sp.)
Incarvillea,Bignoniaceae,Incarvillea Juss.
White Panicle Aster,Asteraceae,Symphyotrichum lanceolatum (Willd.) G.L. Nesom
Filmy Angelica,Apiaceae,Angelica triquinata Michx.
Needlegrass,Poaceae,Stipa kirghisorum P.A. Smirn.
Watermelon,Cucurbitaceae,Citrullus lanatus (Thunb.) Matsum. & Nakai var. lanatus
Foothill Rush,Juncaceae,Juncus trilocularis Zika
Wingpetal,Asteraceae,Heterosperma pinnatum Cav.
Plumas Mousetail,Rosaceae,Ivesia sericoleuca (Rydb.) Rydb.
Spirea,Rosaceae,Spiraea L.
Roemer's Spurge,Euphorbiaceae,Euphorbia roemeriana Scheele
Club Spikemoss,Selaginellaceae,Selaginella selaginoides (L.) P. Beauv. ex Mart. & Schrank
Fissidens Moss,Fissidentaceae,Fissidens aphelotaxifolius Purs.
Celandine,Papaveraceae,Chelidonium majus L. var. laciniatum (Mill.) Syme
Orange Wattle,Fabaceae,Acacia saligna (Labill.) Wendl. f.
Dot Lichen,Arthoniaceae,Arthonia rupicola Fink
Scabland Fleabane,Asteraceae,Erigeron bloomeri A. Gray var. bloomeri
Coastal Plain Joe Pye Weed,Asteraceae,Eutrochium dubium (Willd. ex Poir.) E.E. Lamont
Alpine Mirrorplant,Rubiaceae,Coprosma montana Hillebr.
Mcvicker's Gilia,Polemoniaceae,Aliciella mcvickerae (M.E. Jones) J.M. Porter
Wreath Lichen,Physciaceae,Phaeophyscia sciastra (Ach.) Moberg
Woolly Round-head Clover,Fabaceae,Trifolium eriosphaerum Boiss.
Lanahale,Rutaceae,Melicope munroi (H. St. John) T.G. Hartley & B.C. Stone
Deeproot Clubmoss,Lycopodiaceae,Lycopodium tristachyum Pursh
Disc Lichen,Physciaceae,Buellia stigmatea Körb.
Agroelymus,Poaceae,×Agroelymus E.G. Camus ex A. Camus
Dwarf Sundew,Droseraceae,Drosera brevifolia Pursh
Drummond's Entosthodon Moss,Funariaceae,Entosthodon drummondii Sull.
Munz's Iris,Iridaceae,Iris munzii R.C. Foster
Coastal Plain St. Johnswort,Clusiaceae,Hypericum brachyphyllum (Spach) Steud.
Oxandra,Annonaceae,Oxandra A. Rich.
Arecastrum Palm,Arecaceae,Arecastrum (Drude) Becc.
Chaparral Brodiaea,Liliaceae,Brodiaea jolonensis Eastw.
West Indian Bristlegrass,Poaceae,Setaria setosa (Sw.) P. Beauv.
Parryella,Fabaceae,Parryella Torr. & A. Gray ex A. Gray
Calabar Bean,Fabaceae,Physostigma venenosum Balf.
Macrozamia,Zamiaceae,Macrozamia Miq.
Moroccan Toadflax,Scrophulariaceae,Linaria maroccana Hook. f.
Saline Wildrye,Poaceae,Leymus salinus (M.E. Jones) Á. Löve
Brazilian Joyweed,Amaranthaceae,Alternanthera brasiliana (L.) Kuntze
Hayscented Fern,Dennstaedtiaceae,Dennstaedtia Bernh.
Butterfly Milkweed,Asclepiadaceae,Asclepias tuberosa L. ssp. tuberosa
Alpine Buttercup,Ranunculaceae,Ranunculus adoneus A. Gray var. alpinus (S. Watson) L.D. Benson
Tropical Chinchweed,Asteraceae,Pectis elongata Kunth
Bog Labrador Tea,Ericaceae,Ledum groenlandicum Oeder
Hawai'i Red Cranesbill,Geraniaceae,Geranium arboreum A. Gray
Victor's Gooseberry,Grossulariaceae,Ribes victoris Greene
Singleleaf Ash,Oleaceae,Fraxinus anomala Torr. ex S. Watson var. lowellii (Sarg.) Little
Waterwheel Plant,Droseraceae,Aldrovanda vesiculosa L.
Monarch Amazonvine,Malpighiaceae,Stigmaphyllon emarginatum (Cav.) A. Juss.
Nasturtium,Tropaeolaceae,Tropaeolum majus L.
Eastern Turkeybeard,Liliaceae,Xerophyllum asphodeloides (L.) Nutt.
Toothed Clubmoss,Lycopodiaceae,Huperzia erosa Beitel & W.H. Wagner
Pineland Buckwheat,Polygonaceae,Eriogonum molestum S. Watson
Arizona Lupine,Fabaceae,Lupinus arizonicus (S. Watson) S. Watson ssp. arizonicus var. barbatulus (Thornb. ex C.P. Sm.) Thornb. ex I.M. Johnst.
Agardh Lupine,Fabaceae,Lupinus agardhianus A. Heller
Confusing Fescue,Poaceae,Vulpia microstachys (Nutt.) Munro var. confusa (Piper) Lonard & Gould
Whitehead Navarretia,Polemoniaceae,Navarretia leucocephala Benth.
Blazing Star,Asteraceae,Liatris aestivalis G.L. Nesom & R. O'Kennon
Carolina Horsenettle,Solanaceae,Solanum carolinense L.
Esslingeriana Lichen,Parmeliaceae,Esslingeriana Hale & M.J. Lai
Mesquite,Fabaceae,Prosopis L.
Vasey's Pondweed,Potamogetonaceae,Potamogeton vaseyi J.W. Robbins
Circumpolar Reedgrass,Poaceae,Calamagrostis deschampsioides Trin.
Adder's-mouth Orchid,Orchidaceae,Malaxis monophyllos (L.) Sw.
Flor De Pasmo,Orchidaceae,Bletia patula Graham
Langsdorff's Tobacco,Solanaceae,Nicotiana langsdorffii Weinm.
San Diego Mesamint,Lamiaceae,Pogogyne abramsii J.T. Howell
Threecorner Leek,Liliaceae,Allium triquetrum L.
Rimrock Milkvetch,Fabaceae,Astragalus desperatus M.E. Jones
Weinmannia,Cunoniaceae,Weinmannia affinis A. Gray
Plitt's Wart Lichen,Pyrenulaceae,Pyrenula plittii R.C. Harris
Pale Indian Paintbrush,Scrophulariaceae,Castilleja pallescens (A. Gray) Greenm. var. pallescens
Sewer Vine,Rubiaceae,Paederia cruddasiana Prain
Pineland Plantain,Plantaginaceae,Plantago sparsiflora Michx.
Royal Cheesewood,Pittosporaceae,Pittosporum napaliense Sherff
Subterranean Indian Breadroot,Fabaceae,Pediomelum hypogaeum (Nutt. ex Torr. & A. Gray) Rydb. var. scaposum (A. Gray) Mahler
Ohelo,Ericaceae,Vaccinium dentatum Sm.
Great Basin Langloisia,Polemoniaceae,Langloisia setosissima (Torr. & A. Gray ex Torr.) Greene
Bristleweed,Asteraceae,Hazardia Greene
Chinese Box,Rutaceae,Murraya exotica L.
Biennial Wormwood,Asteraceae,Artemisia biennis Willd. var. diffusa Dorn
Carrizo Creek Globemallow,Malvaceae,Sphaeralcea orcuttii Rose
Distant Sedge,Cyperaceae,Carex distans L.
Jelly Lichen,Collemataceae,Collema subparvum Degel.
Mottlecah,Myrtaceae,Eucalyptus macrocarpa Hook.
Bigleaf Mistletoe,Viscaceae,Phoradendron racemosum (Aubl.) Krug & Urb.
Rinodina Lichen,Physciaceae,Rinodina silicicola de Lesd.
Palmer's Goosefoot,Chenopodiaceae,Chenopodium neomexicanum Standl. var. palmeri (Standl.) T.W. Walters
Forsstroemia Moss,Leptodontaceae,Forsstroemia Lindb.
Rocky Mountain Indian Parsley,Apiaceae,Aletes anisatus (A. Gray) W.L. Theobald & C.C. Tseng
Marcus' Beardtongue,Scrophulariaceae,Penstemon marcusii (D.D. Keck) N.H. Holmgren
Grayleaf Willow,Salicaceae,Salix glauca L. ssp. glauca
Chaparral Pea,Fabaceae,Pickeringia montana Nutt. ex Torr. & A. Gray
Snowqueen,Scrophulariaceae,Synthyris reniformis (Douglas ex Benth.) Benth. var. cordata A. Gray
Dioecious Sedge,Cyperaceae,Carex sterilis Willd.
Spotted Beebalm,Lamiaceae,Monarda punctata L. ssp. punctata var. arkansana (E.M. McClint. & Epling) Shinners
Texas Redbud,Fabaceae,Cercis canadensis L. var. texensis (S. Watson) M. Hopkins
Ionaspis Lichen,Hymeneliaceae,Ionaspis suaveolens (Fr.) Th. Fr.
Monte Guilarte Hollyfern,Dryopteridaceae,Polystichum calderonense Proctor
Traveler's Tree,Strelitziaceae,Ravenala Adans.
Rimularia Lichen,Rimulariaceae,Rimularia badioatra (Krempelh.) Hertel & Rambold
Coccocarpia Lichen,Coccocarpiaceae,Coccocarpia palmicola (Spreng.) Arv. & D.J. Galloway
Lindheimer's Hogwort,Euphorbiaceae,Croton capitatus Michx. var. lindheimeri (Engelm. & A. Gray) Müll. Arg.
Alpine Smelowskia,Brassicaceae,Smelowskia calycina (Stephan ex Willd.) C.A. Mey.
Saguaro,Cactaceae,Carnegiea Britton & Rose
Slenderleaf False Dragonhead,Lamiaceae,Physostegia leptophylla Small
Mitchell's Sedge,Cyperaceae,Carex mitchelliana M.A. Curtis
Frank-smith's Violet,Violaceae,Viola frank-smithii N.H. Holmgren
Payson's Groundsel,Asteraceae,Packera dimorphophylla (Greene) W.A. Weber & Á. Löve var. paysonii (T.M. Barkley) D.K. Trock & T.M. Barkley
False Spiraea,Rosaceae,Sorbaria sorbifolia (L.) A. Braun
Hillside Clermontia,Campanulaceae,Clermontia lindseyana Rock
Miniature Lupine,Fabaceae,Lupinus bicolor Lindl. ssp. pipersmithii (A. Heller) D. Dunn
Wind River Rockcress,Brassicaceae,Arabis williamsii Rollins var. williamsii
Dixie Iris,Iridaceae,Iris hexagona Walter var. flexicaulis (Small) R.C. Foster
Pachystachys,Acanthaceae,Pachystachys Nees
Kauai Schiedea,Caryophyllaceae,Schiedea apokremnos H. St. John
Mt. Graham Spurred-gentian,Gentianaceae,Halenia rothrockii A. Gray
Owl's-clover,Scrophulariaceae,Orthocarpus Nutt.
Sedge,Cyperaceae,Carex ×haematolepis Drejer (pro sp.)
Croton,Euphorbiaceae,Croton L.
Blackthread Lichen,Placynthiaceae,Placynthium flabellosum (Tuck.) Zahlbr.
Yellowray Goldfields,Asteraceae,Lasthenia glabrata Lindl. ssp. glabrata
Pacific Anemone,Ranunculaceae,Anemone multifida Poir. var. multifida
Summer Pheasant's Eye,Ranunculaceae,Adonis aestivalis L.
Bolander's Onion,Liliaceae,Allium bolanderi S. Watson var. bolanderi
Lanceolateleaf Rock Moss,Orthotrichaceae,Orthotrichum speciosum Nees
Threespike Fiddlewood,Verbenaceae,Citharexylum tristachyum Turcz.
Pasture Knapweed,Asteraceae,Centaurea bovina Velen.
Carolina Geranium,Geraniaceae,Geranium carolinianum L. var. sphaerospermum (Fernald) Breitung
Mountainsorrel,Polygonaceae,Oxyria Hill
Rock Whitefeather,Rosaceae,Ivesia arizonica (Eastw. ex J.T. Howell) Ertter
Chinese Pinenut,Pinaceae,Pinus koraiensis Siebold & Zucc.
Forchhammeria,Capparaceae,Forchhammeria Standl.
Drummond's Campion,Caryophyllaceae,Silene drummondii Hook.
Schlumbergera,Cactaceae,Schlumbergera Lem.
Cryphaea Moss,Cryphaeaceae,Cryphaea F. Weber
Blueberry Hawthorn,Rosaceae,Crataegus brachyacantha Sarg. & Engelm.
Yerba Porosa,Asteraceae,Porophyllum ruderale (Jacq.) Cass. ssp. macrocephalum (DC.) R.R. Johnson
Disc Lichen,Physciaceae,Buellia smaragdula de Lesd.
Austria Timmia Moss,Timmiaceae,Timmia austriaca Hedw.
Jackbean,Fabaceae,Canavalia Adans.
California Prickly Phlox,Polemoniaceae,Leptodactylon californicum Hook. & Arn. ssp. leptotrichomum Gordon
Navel Lichen,Umbilicariaceae,Umbilicaria hyperborea (Ach.) Hoffm.
Smallhead Cat's Ear,Asteraceae,Hypochaeris microcephala (Sch. Bip.) Cabrera
Orzell's Blazing Star,Asteraceae,Liatris ×orzellii G.L Nesom
Mexican Umbrella Fern,Gleicheniaceae,Sticherus bifidus (Willd.) Ching
Geiser's Fleabane,Asteraceae,Erigeron geiseri Shinners
Fineleaf Fournerved Daisy,Asteraceae,Tetraneuris linearifolia (Hook.) Greene var. linearifolia
Slender Woodland-star,Saxifragaceae,Lithophragma tenellum Nutt.
Mock Fanpetals,Malvaceae,"Allosidastrum pyramidatum (Cav.) Krapov., Fryxell & D.M. Bates"
Davidson's Penstemon,Scrophulariaceae,Penstemon davidsonii Greene var. davidsonii
Oahu Peperomia,Piperaceae,Peperomia oahuensis C. DC.
Mimetanthe,Scrophulariaceae,Mimetanthe Greene
Carawayleaf Gilia,Polemoniaceae,Saltugilia caruifolia (Abrams) L.A. Johnson
Drummond's Aster,Asteraceae,Symphyotrichum drummondii (Lindl.) G.L. Nesom var. texanum (Burgess) G.L. Nesom
Tenpetal Blazingstar,Loasaceae,Mentzelia decapetala (Pursh ex Sims) Urb. & Gilg ex Gilg
Amur Rose,Rosaceae,Rosa davurica Pall.
Sedge,Cyperaceae,Carex sonomensis Stacey
Rattlesnake Brome,Poaceae,Bromus briziformis Fisch. & C.A. Mey.
Schweinitz's Sunflower,Asteraceae,Helianthus schweinitzii Torr. & A. Gray
Munro's Globemallow,Malvaceae,Sphaeralcea munroana (Douglas) Spach
Southern Pokeweed,Phytolaccaceae,Phytolacca bogotensis Kunth
Parish's Catchfly,Caryophyllaceae,Silene parishii S. Watson var. latifolia C.L. Hitchc. & Maguire
Mexican Blazingstar,Loasaceae,Mentzelia mexicana H.J. Thomp. & Zavort.
Greeneyes,Asteraceae,Berlandiera ×humilis Small (pro sp.)
Teosinte,Poaceae,Zea luxurians (Durieu & Asch.) Bird
Whitebark Raspberry,Rosaceae,Rubus leucodermis Douglas ex Torr. & A. Gray var. trinitatis A. Berger
Mexican Pleuridium Moss,Ditrichaceae,Pleuridium mexicanum Cardot
Dustseed,Melastomataceae,Acisanthera quadrata Pers.
Largeleaf Brunnera,Boraginaceae,Brunnera macrophylla (J.F. Adams) I.M. Johnst.
Entireleaf Western Daisy,Asteraceae,Astranthium integrifolium (Michx.) Nutt. ssp. integrifolium
Dryslope Dewberry,Rosaceae,Rubus meracus L.H. Bailey
Wreath Lichen,Physciaceae,Phaeophyscia constipata (Norrlin & Nyl.) Moberg
Two-leaf Cape Tulip,Iridaceae,Moraea miniata Andrews
Mint,Lamiaceae,Mentha ×villosa Huds. (pro sp.)
Rinodina Lichen,Physciaceae,Rinodina corticola Arnold
Blackthorn,Rosaceae,Prunus spinosa L.
Northern Green Rush,Juncaceae,Juncus alpinoarticulatus Chaix ssp. nodulosus (Wahlenb.) Hämet-Ahti
Western Marbleseed,Boraginaceae,Onosmodium bejariense DC. ex A. DC. var. occidentale (Mack.) B.L. Turner
Spurge,Euphorbiaceae,Euphorbia L.
Sipe's Kidney Lichen,Nephromataceae,Nephroma helveticum Ach. ssp. sipeanum (Gyel.) Goward & Ahti
Flaxleaf Pimpernel,Primulaceae,Anagallis monelli L.
Tahitian Gooseberry Tree,Euphorbiaceae,Phyllanthus acidus (L.) Skeels
Quinineweed,Gentianaceae,Centaurium beyrichii (Torr. & A. Gray ex Torr.) B.L. Rob.
Roetter's Hedgehog Cactus,Cactaceae,Echinocereus ×roetteri (Englem.) Rumpler  ×roetteri 
Oregon Checkerbloom,Malvaceae,Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray ssp. oregana var. nevadensis C.L. Hitchc.
Woodbury's Nightshade,Solanaceae,Solanum woodburyi Howard
European Searocket,Brassicaceae,Cakile maritima Scop.
Palegreen Orchid,Orchidaceae,Platanthera flava (L.) Lindl. var. flava
Elliott's Sedge,Cyperaceae,Carex elliottii Schwein. & Torr.
Mexican Bedstraw,Rubiaceae,Galium mexicanum Kunth
Dirina Lichen,Roccellaceae,Dirina Fr.
Grateloupia,Halymeniaceae,Grateloupia C. Agardh
Lindsey's Cyanea,Campanulaceae,"Cyanea lindseyana Rock, nom. inq."
Indian Rosewood,Fabaceae,Dalbergia sissoo Roxb. ex DC.
Maui Lovegrass,Poaceae,Eragrostis mauiensis Hitchc.
Sloane's Tribisee,Poaceae,Lasiacis sloanei (Griseb.) Hitchc.
Clinton's Bulrush,Cyperaceae,Trichophorum clintonii (A. Gray) S.G. Sm.
Asterothyrium Lichen,Thelotremataceae,Asterothyrium decipiens (Rehm) R. Sant.
Hole-in-the-sand Plant,Asteraceae,Nicolletia A. Gray
Mancos Columbine,Ranunculaceae,Aquilegia micrantha Eastw. var. micrantha
Peruvian Muhly,Poaceae,Muhlenbergia peruviana (P. Beauv.) Steud.
Ornithostaphylos,Ericaceae,Ornithostaphylos Small
Clarkton Hawthorn,Rosaceae,Crataegus helvina Ashe
Arrowleaf Violet,Violaceae,Viola sagittata Aiton var. ovata (Nutt.) Torr. & A. Gray
Summer Spurge,Euphorbiaceae,Euphorbia discoidalis Chapm.
Sawsepal Penstemon,Scrophulariaceae,Penstemon glaber Pursh var. glaber
Pinguin,Bromeliaceae,Bromelia pinguin L.
Sphagnum,Sphagnaceae,Sphagnum fimbriatum Wilson var. fimbriatum
Christmas Mistletoe,Viscaceae,Phoradendron tomentosum (DC.) Engelm. ex A. Gray
Slender Wildparsley,Apiaceae,Musineon tenuifolium (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose
Diablo Hareleaf,Asteraceae,Lagophylla diabolensis B.G. Baldwin
Pallas' Buttercup,Ranunculaceae,Ranunculus pallasii Schltdl.
Bratt's Orange Lichen,Teloschistaceae,Caloplaca brattiae W.A. Weber
Waioli Valley Maiden Fern,Thelypteridaceae,Thelypteris wailele T. Flynn
Catillaria Lichen,Catillariaceae,Catillaria flavens (Willey) Fink
Wart Lichen,Verrucariaceae,Verrucaria maura Wahlenb.
Chambers' Twinpod,Brassicaceae,Physaria chambersii Rollins
Smoothleaf Beardtongue,Scrophulariaceae,Penstemon leiophyllus Pennell var. francisci-pennellii (Crosswh.) N.H. Holmgren
Hoover's Umbrellawort,Apiaceae,Tauschia hooveri Mathias & Constance
Needle Lichen,Coniocybaceae,Chaenotheca xyloxena Nadv.
Pringle's Monardella,Lamiaceae,Monardella pringlei A. Gray
Tufted Alumroot,Saxifragaceae,Heuchera caespitosa Eastw.
Open Lupine,Fabaceae,Lupinus vallicola A. Heller ssp. vallicola
Rabbitear Iris,Iridaceae,Iris laevigata Fisch. ex Fisch. & C.A. Mey.
New Mexico Goosefoot,Chenopodiaceae,Chenopodium neomexicanum Standl. var. neomexicanum
Heller's Beardtongue,Scrophulariaceae,Penstemon triflorus A. Heller ssp. triflorus
Lucretia Dewberry,Rosaceae,Rubus roribaccus (L.H. Bailey) Rydb.
Mooncarrot,Apiaceae,Seseli libanotis (L.) W.D.J. Koch
Brewer's Willow,Salicaceae,Salix breweri Bebb
Field Locoweed,Fabaceae,Oxytropis campestris (L.) DC. var. varians (Rydb.) Barneby
Ditch Fimbry,Cyperaceae,Fimbristylis schoenoides (Retz.) Vahl
Hawai'i Woodfern,Dryopteridaceae,Dryopteris hawaiiensis (Hillebr.) W.J. Rob.
Newcombe's Saxifrage,Saxifragaceae,Saxifraga ferruginea Graham var. newcombei Small
Colombian Rockcap Fern,Polypodiaceae,Pecluma camptophyllaria (Fée) M.G. Price ssp. camptophyllaria
Gray Gum,Myrtaceae,Eucalyptus punctata DC.
Apiculate Bryum Moss,Bryaceae,Bryum apiculatum Schwägr.
Weak Bluegrass,Poaceae,Poa infirma Kunth
Common Peony,Paeoniaceae,Paeonia officinalis L.
Queen Poppy,Papaveraceae,Platystigma Benth.
Muhlenberg's Centaury,Gentianaceae,Centaurium muehlenbergii (Griseb.) W. Wight ex Piper
Abruptbeak Sedge,Cyperaceae,Carex abrupta Mack.
Myrinia Moss,Myriniaceae,Myrinia pulvinata (Wahlenb.) Schimp.
Proctor's Agave,Agavaceae,Agave minor Proctor
Particular Cracked Lichen,Acarosporaceae,Acarospora particularis H. Magn.
Chinese Tallow,Euphorbiaceae,Triadica Loureiro
Podunk Ragwort,Asteraceae,Packera malmstenii (S.F. Blake ex Tidestr.) Kartesz
Abey Amarillo,Ochnaceae,Ouratea littoralis Urb.
Schimper's Ditrichum Moss,Ditrichaceae,Ditrichum schimperi (Lesq.) Kuntze
Hairy Lettuce,Asteraceae,Lactuca hirsuta Muhl. ex Nutt.
Italian Viper's Bugloss,Boraginaceae,Echium italicum L.
Lesser Purple Fringed Orchid,Orchidaceae,Platanthera psycodes (L.) Lindl.
Graphina Lichen,Graphidaceae,Graphina scolectis (Tuck.) Fink
Foxtail Pine,Pinaceae,Pinus balfouriana Balf. ssp. balfouriana
Blackhead Fleabane,Asteraceae,Erigeron melanocephalus (A. Nelson) A. Nelson
Elk Sedge,Cyperaceae,Carex garberi Fernald
Pinyon Dwarf Mistletoe,Viscaceae,Arceuthobium divaricatum Engelm.
Hollyhock,Malvaceae,Alcea pallida (Waldst. & Kit. ex Willd.) Waldst. & Kit.
Lapham's Phlox,Polemoniaceae,Phlox divaricata L. ssp. laphamii (Alph. Wood) Wherry
